Lake,Trip_Date,SampNo,STime,Effort,SampSite,UTMEasting,UTMNorthing,Species,Length,Weight
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,131,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,138,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,129,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,131,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,126,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,133,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,142,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,142,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,140,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,131,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,134,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,137,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,141,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,143,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,132,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,132,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,127,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,130,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,148,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,134,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,128,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,129,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,136,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,141,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,150,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,139,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,142,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,151,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,138,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,136,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,133,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,130,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,161,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,148,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,140,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,142,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,127,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,134,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,127,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,128,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,174,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,177,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,182,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,174,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,188,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,192,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,186,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,193,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,77009,169,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,77009,158,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,108,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,230,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,77001,232,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,77009,165,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,265,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,77001,209,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,47002,349,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,47002,333,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,20003,265,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,77001,230,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,80026,545,
Hoover,10/10/2006,2,2000,100,upoff,339780,4449563,47002,332,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,77001,219,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,80026,399,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,47002,210,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,181,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,178,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,77001,165,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,179,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,182,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,171,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,171,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,143,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,142,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,143,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,132,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,131,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,132,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,136,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,134,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,138,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,129,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,138,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,140,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,133,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,132,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,130,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,141,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,145,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,136,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,131,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,144,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,135,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,138,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,139,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,133,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,137,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,144,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,142,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,134,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,137,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,135,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,136,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,142,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,140,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,137,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,149,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,138,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,133,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,132,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,134,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,130,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,137,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,146,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,139,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,131,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,133,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,142,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,130,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,144,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,141,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,135,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,138,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,126,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,129,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,130,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,127,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,140,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,139,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,133,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,120,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,47002,305,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,142,
Hoover,10/10/2006,3,2045,125,midon,340464,4446588,20003,135,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,66,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,92,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,132,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,47002,361,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,134,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,128,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,127,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,146,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,82,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,131,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,136,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,131,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,135,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,140,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,146,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,142,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,144,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,140,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,146,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,143,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,130,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,155,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,142,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,156,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,143,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,144,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,133,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,135,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,133,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,135,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,151,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,145,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,133,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,136,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,142,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,137,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,142,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,144,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,132,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,180,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,146,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,137,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,152,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,126,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,155,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,143,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,149,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,135,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,141,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,136,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,144,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,142,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,135,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,130,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,139,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,147,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,136,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,131,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,148,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,142,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,154,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,140,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,131,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,127,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,151,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,134,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,136,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,136,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,141,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,138,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,132,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,144,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,143,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,142,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,145,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,137,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,134,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,140,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,147,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,141,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,133,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,136,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,146,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,139,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,143,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,140,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,152,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,135,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,115,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,136,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,136,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,138,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,131,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,133,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,142,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,143,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,140,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,150,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,128,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,178,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,147,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,184,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,182,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,194,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,179,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,196,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,182,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,183,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,178,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,196,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,176,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,189,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,47002,298,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,189,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,182,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,47002,481,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,77001,186,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,184,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,174,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,80026,368,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,171,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,171,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,163,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,20003,250,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,80026,335,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,47002,309,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,74001,351,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,74001,272,
Hoover,10/10/2006,4,2100,135,midoff,340575,4406560,74001,336,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,255,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,176,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,47002,298,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,177,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,203,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,179,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,181,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,77001,194,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,183,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,138,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,77001,191,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,138,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,142,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,135,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,134,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,140,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,141,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,142,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,136,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,135,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,142,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,145,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,133,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,135,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,133,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,138,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,135,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,132,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,140,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,136,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,144,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,145,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,138,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,146,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,140,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,139,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,137,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,150,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,142,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,142,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,148,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,142,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,136,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,140,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,138,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,74001,191,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,132,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,141,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,150,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,140,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,181,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,152,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,178,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,162,
Hoover,10/10/2006,5,2150,170,lowon,339897,4442759,20003,162,
Hoover,10/10/2006,6,2210,185,lowoff,339811,4442707,20003,82,
Hoover,10/10/2006,6,2210,185,lowoff,339811,4442707,20003,55,
Hoover,10/10/2006,6,2210,185,lowoff,339811,4442707,20003,154,
Hoover,10/10/2006,6,2210,185,lowoff,339811,4442707,20003,141,
Hoover,10/10/2006,6,2210,185,lowoff,339811,4442707,20003,145,
Hoover,10/10/2006,6,2210,185,lowoff,339811,4442707,20003,153,
Hoover,10/10/2006,6,2210,185,lowoff,339811,4442707,20003,82,
Hoover,10/10/2006,6,2210,185,lowoff,339811,4442707,20003,142,
Hoover,10/10/2006,6,2210,185,lowoff,339811,4442707,20003,142,
Hoover,10/10/2006,6,2210,185,lowoff,339811,4442707,20003,143,
Hoover,10/10/2006,6,2210,185,lowoff,339811,4442707,20003,155,
Hoover,10/10/2006,6,2210,185,lowoff,339811,4442707,20003,144,
Hoover,10/10/2006,6,2210,185,lowoff,339811,4442707,20003,149,
Hoover,10/10/2006,6,2210,185,lowoff,339811,4442707,20003,140,
